timestamp (ms), cpu time (ms), memory usage (KB)
1669635203007, 350, 13038
1669635203018, 360, 13604
1669635203033, 400, 13604
1669635203043, 420, 14087
1669635203054, 430, 14087
1669635203064, 450, 14087
1669635203076, 460, 14087
1669635203087, 490, 14569
1669635203097, 520, 14569
1669635203109, 530, 14569
1669635203120, 550, 14569
1669635203130, 570, 14569
1669635203132, 570, 14569


, End, Start, Difference
Time (ms), 1669635203132, 1669635203007, 125
CPU Time (ms), 570, 350, 220
Mem Usage (KB), 14569, 13038, 1530
