timestamp (ms), cpu time (ms), memory usage (KB)
1669635477002, 290, 13038
1669635477013, 300, 13521
1669635477023, 310, 13521
1669635477033, 340, 14087
1669635477043, 360, 14087
1669635477053, 390, 14569
1669635477064, 420, 14569
1669635477076, 460, 14651
1669635477087, 480, 14651
1669635477099, 520, 14651
1669635477109, 550, 14651
1669635477121, 580, 14651
1669635477131, 610, 15135
1669635477142, 640, 15699
1669635477154, 700, 15699
1669635477164, 720, 15699
1669635477177, 750, 16184
1669635477189, 780, 16184
1669635477199, 790, 16184
1669635477210, 800, 16184
1669635477220, 820, 16184
1669635477231, 840, 16184
1669635477241, 850, 16184
1669635477251, 880, 16184
1669635477261, 900, 16184
1669635477271, 920, 16184
1669635477281, 940, 16184
1669635477292, 960, 16667
1669635477303, 980, 16667
1669635477313, 1010, 16667
1669635477324, 1030, 16667
1669635477334, 1050, 16667
1669635477345, 1070, 16667
1669635477355, 1080, 16667
1669635477365, 1100, 16667
1669635477375, 1110, 16748
1669635477385, 1110, 16748
1669635477395, 1120, 16748
1669635477398, 1120, 16748


, End, Start, Difference
Time (ms), 1669635477398, 1669635477002, 396
CPU Time (ms), 1120, 290, 830
Mem Usage (KB), 16748, 13038, 3709
