timestamp (ms), cpu time (ms), memory usage (KB)
1669635549017, 270, 13038
1669635549027, 280, 13521
1669635549037, 300, 13521
1669635549047, 330, 13602
1669635549060, 350, 14087
1669635549070, 360, 14087
1669635549085, 420, 14569
1669635549096, 460, 14569
1669635549107, 480, 14569
1669635549120, 540, 14651
1669635549130, 580, 14651
1669635549141, 610, 14651
1669635549152, 640, 14651
1669635549162, 680, 15136
1669635549172, 710, 15699
1669635549182, 740, 15699
1669635549193, 760, 16184
1669635549204, 780, 16184
1669635549214, 790, 16184
1669635549226, 820, 16184
1669635549236, 840, 16184
1669635549247, 860, 16184
1669635549258, 880, 16184
1669635549268, 900, 16184
1669635549278, 930, 16184
1669635549288, 940, 16184
1669635549299, 970, 16666
1669635549309, 990, 16666
1669635549319, 1000, 16666
1669635549329, 1030, 16666
1669635549339, 1050, 16666
1669635549349, 1070, 16666
1669635549359, 1070, 16666
1669635549370, 1100, 16666
1669635549380, 1100, 16666
1669635549390, 1110, 16666
1669635549401, 1130, 16748
1669635549404, 1140, 16748


, End, Start, Difference
Time (ms), 1669635549404, 1669635549017, 387
CPU Time (ms), 1140, 270, 870
Mem Usage (KB), 16748, 13038, 3709
