timestamp (ms), cpu time (ms), memory usage (KB)
1669635357004, 270, 13038
1669635357015, 280, 13604
1669635357025, 310, 13604
1669635357036, 330, 14087
1669635357046, 350, 14087
1669635357056, 360, 14087
1669635357066, 370, 14087
1669635357076, 390, 14569
1669635357086, 410, 14569
1669635357098, 440, 14569
1669635357109, 450, 14569
1669635357121, 480, 14569
1669635357132, 480, 14569


, End, Start, Difference
Time (ms), 1669635357132, 1669635357004, 128
CPU Time (ms), 480, 270, 210
Mem Usage (KB), 14569, 13038, 1530
