timestamp (ms), cpu time (ms), memory usage (KB)
1669298524010, 270, 13038
1669298524020, 280, 13521
1669298524030, 300, 13521
1669298524040, 320, 14087
1669298524051, 350, 14087
1669298524061, 370, 14569
1669298524072, 400, 14569
1669298524082, 420, 14651
1669298524093, 450, 14651
1669298524103, 490, 14651
1669298524114, 510, 14651
1669298524124, 550, 14651
1669298524135, 600, 14651
1669298524146, 620, 14651
1669298524158, 650, 14651
1669298524170, 690, 15136
1669298524180, 720, 15136
1669298524190, 730, 15136
1669298524201, 750, 15136
1669298524211, 780, 15699
1669298524221, 800, 15699
1669298524231, 800, 15699
1669298524241, 810, 16184
1669298524251, 830, 16184
1669298524261, 840, 16184
1669298524271, 850, 16184
1669298524281, 870, 16184
1669298524291, 890, 16184
1669298524301, 910, 16666
1669298524311, 930, 16666
1669298524323, 960, 16666
1669298524334, 980, 16666
1669298524345, 1020, 16666
1669298524355, 1040, 16666
1669298524366, 1050, 16666
1669298524376, 1080, 16748
1669298524386, 1110, 17232
1669298524396, 1120, 17232
1669298524407, 1130, 17232
1669298524417, 1170, 17232
1669298524429, 1180, 17232
1669298524439, 1200, 17232
1669298524449, 1230, 17232
1669298524459, 1260, 17715
1669298524471, 1280, 17715
1669298524482, 1310, 17715
1669298524492, 1350, 17715
1669298524502, 1370, 17715
1669298524512, 1390, 17715
1669298524523, 1420, 17797
1669298524533, 1420, 17797
1669298524543, 1440, 17797
1669298524553, 1450, 18281
1669298524563, 1470, 18281
1669298524577, 1490, 18281
1669298524587, 1510, 18281
1669298524598, 1520, 18281
1669298524606, 1540, 18281


, End, Start, Difference
Time (ms), 1669298524606, 1669298524010, 596
CPU Time (ms), 1540, 270, 1270
Mem Usage (KB), 18281, 13038, 5242
