timestamp (ms), cpu time (ms), memory usage (KB)
1669297705003, 300, 13038
1669297705013, 310, 13604
1669297705025, 350, 13604
1669297705037, 370, 13604
1669297705047, 380, 14087
1669297705057, 400, 14087
1669297705068, 420, 14087
1669297705078, 440, 14569
1669297705088, 460, 14569
1669297705098, 470, 14569
1669297705109, 490, 14569
1669297705119, 530, 14569
1669297705129, 560, 14569
1669297705140, 580, 14569
1669297705151, 610, 14569
1669297705161, 620, 14569
1669297705171, 640, 14569
1669297705182, 670, 14651
1669297705191, 690, 14651
1669297705202, 690, 14651
1669297705212, 700, 14651
1669297705224, 720, 14651
1669297705234, 750, 15135
1669297705237, 760, 15135


, End, Start, Difference
Time (ms), 1669297705237, 1669297705003, 234
CPU Time (ms), 760, 300, 460
Mem Usage (KB), 15135, 13038, 2097
