timestamp (ms), cpu time (ms), memory usage (KB)
1669631661003, 270, 13038
1669631661014, 280, 13521
1669631661024, 300, 13521
1669631661034, 320, 14087
1669631661044, 340, 14087
1669631661054, 380, 14569
1669631661066, 420, 14569
1669631661076, 440, 14651
1669631661089, 480, 14651
1669631661101, 530, 14651
1669631661113, 560, 14651
1669631661123, 580, 14651
1669631661133, 610, 15135
1669631661145, 640, 15622
1669631661155, 660, 15622
1669631661165, 690, 15699
1669631661176, 710, 15699
1669631661186, 730, 15699
1669631661196, 750, 16185
1669631661206, 770, 16185
1669631661216, 780, 16185
1669631661229, 790, 16185
1669631661239, 830, 16185
1669631661250, 850, 16185
1669631661263, 890, 16185
1669631661273, 900, 16185
1669631661283, 920, 16185
1669631661293, 940, 16185
1669631661303, 960, 16667
1669631661310, 970, 16667


, End, Start, Difference
Time (ms), 1669631661310, 1669631661003, 307
CPU Time (ms), 970, 270, 700
Mem Usage (KB), 16667, 13038, 3629
