timestamp (ms), cpu time (ms), memory usage (KB)
1669631533003, 280, 13038
1669631533013, 300, 13604
1669631533023, 310, 13604
1669631533033, 330, 13604
1669631533043, 350, 14087
1669631533053, 370, 14087
1669631533063, 380, 14087
1669631533074, 390, 14569
1669631533084, 390, 14569
1669631533094, 390, 14569
1669631533105, 390, 14569


, End, Start, Difference
Time (ms), 1669631533105, 1669631533003, 102
CPU Time (ms), 390, 280, 110
Mem Usage (KB), 14569, 13038, 1530
