timestamp (ms), cpu time (ms), memory usage (KB)
1669301468003, 280, 13038
1669301468014, 300, 13604
1669301468024, 320, 13604
1669301468035, 350, 13604
1669301468045, 350, 14087
1669301468061, 380, 14087
1669301468071, 400, 14087
1669301468081, 400, 14569
1669301468092, 420, 14569
1669301468103, 450, 14569
1669301468113, 460, 14569
1669301468124, 480, 14569
1669301468135, 520, 14569
1669301468145, 530, 14569
1669301468157, 570, 14569
1669301468168, 590, 14569
1669301468178, 590, 14569
1669301468188, 590, 14569
1669301468190, 590, 14569


, End, Start, Difference
Time (ms), 1669301468190, 1669301468003, 187
CPU Time (ms), 590, 280, 310
Mem Usage (KB), 14569, 13038, 1530
