timestamp (ms), cpu time (ms), memory usage (KB)
1669301545003, 270, 13038
1669301545013, 280, 13604
1669301545023, 300, 13604
1669301545033, 340, 13604
1669301545043, 360, 14087
1669301545054, 370, 14087
1669301545064, 400, 14087
1669301545075, 410, 14569
1669301545087, 440, 14569
1669301545098, 470, 14569
1669301545109, 490, 14569
1669301545120, 520, 14569
1669301545138, 560, 14569
1669301545151, 610, 14569
1669301545155, 620, 14569


, End, Start, Difference
Time (ms), 1669301545155, 1669301545003, 152
CPU Time (ms), 620, 270, 350
Mem Usage (KB), 14569, 13038, 1530
