timestamp (ms), cpu time (ms), memory usage (KB)
1669302093004, 270, 13038
1669302093015, 280, 13521
1669302093026, 300, 13521
1669302093036, 320, 13604
1669302093047, 350, 14087
1669302093057, 360, 14569
1669302093067, 410, 14569
1669302093079, 440, 14569
1669302093089, 460, 14569
1669302093102, 480, 14651
1669302093112, 520, 14651
1669302093122, 540, 14651
1669302093135, 610, 14651
1669302093145, 620, 14651
1669302093156, 670, 14651
1669302093167, 710, 15136
1669302093178, 730, 15136
1669302093188, 760, 15622
1669302093198, 780, 15699
1669302093208, 820, 15699
1669302093219, 820, 16184
1669302093229, 840, 16184
1669302093239, 870, 16184
1669302093249, 890, 16184
1669302093259, 900, 16184
1669302093270, 920, 16184
1669302093280, 960, 16184
1669302093290, 980, 16184
1669302093300, 1010, 16667
1669302093310, 1020, 16667
1669302093320, 1050, 16667
1669302093330, 1070, 16667
1669302093340, 1100, 16667
1669302093350, 1120, 16667
1669302093362, 1140, 16667
1669302093373, 1170, 16667
1669302093383, 1200, 16667
1669302093394, 1210, 16667
1669302093405, 1240, 17232
1669302093416, 1260, 17232
1669302093426, 1280, 17232
1669302093437, 1300, 17232
1669302093448, 1330, 17232
1669302093455, 1340, 17232


, End, Start, Difference
Time (ms), 1669302093455, 1669302093004, 451
CPU Time (ms), 1340, 270, 1070
Mem Usage (KB), 17232, 13038, 4194
