timestamp (ms), cpu time (ms), memory usage (KB)
1669302164007, 310, 13038
1669302164017, 320, 13521
1669302164027, 340, 13521
1669302164037, 360, 13521
1669302164048, 370, 14087
1669302164059, 410, 14087
1669302164069, 420, 14569
1669302164079, 450, 14569
1669302164092, 480, 14651
1669302164103, 500, 14651
1669302164113, 520, 14651
1669302164125, 550, 14651
1669302164135, 580, 14651
1669302164145, 610, 15136
1669302164157, 630, 15136
1669302164167, 650, 15136
1669302164177, 670, 15136
1669302164187, 700, 15622
1669302164197, 720, 15699
1669302164207, 750, 16184
1669302164217, 760, 16184
1669302164227, 780, 16184
1669302164238, 790, 16184
1669302164248, 810, 16184
1669302164258, 830, 16184
1669302164268, 850, 16184
1669302164279, 870, 16184
1669302164289, 880, 16184
1669302164299, 900, 16666
1669302164309, 910, 16666
1669302164323, 950, 16666
1669302164333, 950, 16666
1669302164343, 970, 16666
1669302164353, 990, 16666
1669302164364, 1000, 16666
1669302164378, 1030, 16666
1669302164388, 1060, 16666
1669302164399, 1100, 16748
1669302164412, 1140, 17232
1669302164422, 1160, 17232
1669302164432, 1170, 17232
1669302164443, 1190, 17232
1669302164454, 1210, 17232
1669302164457, 1220, 17232


, End, Start, Difference
Time (ms), 1669302164457, 1669302164007, 450
CPU Time (ms), 1220, 310, 910
Mem Usage (KB), 17232, 13038, 4194
