timestamp (ms), cpu time (ms), memory usage (KB)
1669298442004, 310, 13038
1669298442015, 320, 13521
1669298442025, 340, 13521
1669298442035, 360, 13602
1669298442046, 390, 14087
1669298442057, 410, 14569
1669298442067, 440, 14569
1669298442077, 460, 14569
1669298442087, 490, 14651
1669298442097, 510, 14651
1669298442109, 540, 14651
1669298442119, 580, 14651
1669298442129, 600, 14651
1669298442139, 640, 15136
1669298442149, 670, 15136
1669298442160, 700, 15136
1669298442170, 720, 15136
1669298442180, 730, 15136
1669298442190, 760, 15699
1669298442200, 780, 15699
1669298442210, 800, 16184
1669298442220, 810, 16184
1669298442230, 820, 16184
1669298442242, 830, 16184
1669298442252, 870, 16184
1669298442262, 880, 16184
1669298442272, 910, 16667
1669298442282, 920, 16667
1669298442293, 940, 16667
1669298442303, 960, 16667
1669298442313, 970, 16667
1669298442323, 990, 16667
1669298442333, 1010, 16667
1669298442343, 1030, 16667
1669298442354, 1050, 16748
1669298442364, 1080, 17233
1669298442374, 1100, 17233
1669298442384, 1130, 17233
1669298442395, 1150, 17233
1669298442405, 1180, 17233
1669298442415, 1210, 17715
1669298442425, 1220, 17715
1669298442435, 1240, 17715
1669298442446, 1270, 17715
1669298442456, 1300, 17715
1669298442467, 1330, 17797
1669298442478, 1360, 18281
1669298442489, 1400, 18281
1669298442499, 1410, 18281
1669298442511, 1440, 18281
1669298442521, 1460, 18281
1669298442532, 1470, 18281
1669298442542, 1480, 18281
1669298442555, 1510, 18764
1669298442565, 1520, 18764
1669298442575, 1530, 18764
1669298442585, 1530, 18764
1669298442594, 1530, 18764


, End, Start, Difference
Time (ms), 1669298442594, 1669298442004, 590
CPU Time (ms), 1530, 310, 1220
Mem Usage (KB), 18764, 13038, 5725
