timestamp (ms), cpu time (ms), memory usage (KB)
1669298018003, 340, 13038
1669298018013, 350, 13604
1669298018025, 380, 13604
1669298018035, 400, 13604
1669298018045, 420, 14087
1669298018057, 440, 14087
1669298018068, 450, 14087
1669298018078, 460, 14569
1669298018090, 490, 14569
1669298018100, 510, 14569
1669298018111, 530, 14569
1669298018121, 560, 14569
1669298018131, 580, 14569
1669298018142, 600, 14569
1669298018153, 630, 14569
1669298018167, 680, 14569
1669298018180, 720, 14651
1669298018196, 760, 14651
1669298018206, 780, 14651
1669298018216, 790, 14651
1669298018226, 820, 15135
1669298018236, 820, 15135
1669298018246, 820, 15135
1669298018256, 820, 15135
1669298018259, 820, 15135


, End, Start, Difference
Time (ms), 1669298018259, 1669298018003, 256
CPU Time (ms), 820, 340, 480
Mem Usage (KB), 15135, 13038, 2097
