timestamp (ms), cpu time (ms), memory usage (KB)
1669298094004, 300, 13038
1669298094015, 320, 13602
1669298094025, 330, 14089
1669298094035, 360, 14089
1669298094045, 380, 14089
1669298094055, 400, 14571
1669298094065, 410, 14571
1669298094076, 430, 14571
1669298094087, 450, 14571
1669298094097, 460, 14571
1669298094107, 490, 14571
1669298094118, 500, 14571
1669298094128, 520, 14571
1669298094139, 540, 14571
1669298094149, 560, 14571
1669298094161, 590, 14571
1669298094172, 620, 14571
1669298094182, 640, 14651
1669298094192, 670, 14651
1669298094204, 690, 14651
1669298094214, 710, 15135
1669298094224, 720, 15135
1669298094234, 720, 15135
1669298094244, 720, 15135
1669298094254, 720, 15135


, End, Start, Difference
Time (ms), 1669298094254, 1669298094004, 250
CPU Time (ms), 720, 300, 420
Mem Usage (KB), 15135, 13038, 2097
