timestamp (ms), cpu time (ms), memory usage (KB)
1669298669023, 290, 13038
1669298669035, 300, 13521
1669298669045, 310, 13521
1669298669055, 330, 13521
1669298669065, 350, 13602
1669298669077, 370, 14087
1669298669087, 400, 14569
1669298669097, 430, 14569
1669298669109, 450, 14569
1669298669120, 470, 14651
1669298669132, 510, 14651
1669298669142, 540, 14651
1669298669153, 580, 14651
1669298669164, 610, 14651
1669298669178, 650, 14651
1669298669190, 690, 15136
1669298669201, 720, 15136
1669298669211, 750, 15136
1669298669222, 760, 15136
1669298669232, 780, 15699
1669298669242, 800, 15699
1669298669252, 820, 16184
1669298669263, 830, 16184
1669298669273, 850, 16184
1669298669283, 870, 16184
1669298669293, 890, 16184
1669298669304, 910, 16184
1669298669314, 930, 16184
1669298669324, 940, 16667
1669298669334, 960, 16667
1669298669344, 970, 16667
1669298669356, 1000, 16667
1669298669366, 1030, 16667
1669298669376, 1040, 16667
1669298669386, 1070, 16667
1669298669397, 1080, 16748
1669298669407, 1100, 16748
1669298669419, 1130, 17232
1669298669431, 1170, 17232
1669298669442, 1210, 17232
1669298669452, 1210, 17232
1669298669462, 1250, 17232
1669298669472, 1270, 17232
1669298669483, 1300, 17715
1669298669493, 1330, 17715
1669298669504, 1360, 17715
1669298669514, 1390, 17715
1669298669524, 1430, 17715
1669298669538, 1460, 17715
1669298669548, 1490, 17797
1669298669558, 1510, 18281
1669298669569, 1530, 18281
1669298669582, 1570, 18281
1669298669593, 1570, 18281
1669298669603, 1600, 18281
1669298669614, 1610, 18281
1669298669625, 1610, 18281
1669298669635, 1620, 18281


, End, Start, Difference
Time (ms), 1669298669635, 1669298669023, 612
CPU Time (ms), 1620, 290, 1330
Mem Usage (KB), 18281, 13038, 5242
