timestamp (ms), cpu time (ms), memory usage (KB)
1669298442010, 330, 13038
1669298442021, 340, 13521
1669298442033, 360, 13521
1669298442043, 380, 14087
1669298442055, 420, 14087
1669298442065, 460, 14569
1669298442076, 470, 14569
1669298442087, 500, 14569
1669298442097, 520, 14651
1669298442107, 560, 14651
1669298442117, 580, 14651
1669298442127, 620, 14651
1669298442137, 660, 15135
1669298442147, 690, 15135
1669298442157, 730, 15135
1669298442167, 750, 15135
1669298442177, 770, 15135
1669298442188, 790, 15699
1669298442198, 810, 15699
1669298442208, 810, 16184
1669298442218, 840, 16184
1669298442228, 860, 16184
1669298442238, 870, 16184
1669298442249, 880, 16184
1669298442259, 910, 16184
1669298442269, 930, 16184
1669298442279, 940, 16667
1669298442289, 960, 16667
1669298442299, 970, 16667
1669298442309, 980, 16667
1669298442320, 1010, 16667
1669298442331, 1030, 16667
1669298442341, 1040, 16667
1669298442351, 1070, 16748
1669298442361, 1100, 16748
1669298442372, 1120, 17233
1669298442384, 1150, 17233
1669298442394, 1180, 17233
1669298442404, 1200, 17233
1669298442415, 1230, 17233
1669298442425, 1270, 17233
1669298442436, 1310, 17715
1669298442447, 1340, 17715
1669298442457, 1370, 17715
1669298442467, 1400, 17715
1669298442478, 1420, 17797
1669298442488, 1440, 17799
1669298442499, 1470, 18281
1669298442510, 1520, 18281
1669298442520, 1540, 18281
1669298442531, 1560, 18281
1669298442541, 1590, 18281
1669298442553, 1600, 18763
1669298442564, 1620, 18763
1669298442574, 1640, 18763
1669298442584, 1640, 18763
1669298442594, 1640, 18763
1669298442604, 1640, 18763
1669298442614, 1640, 18763
1669298442620, 1640, 18763


, End, Start, Difference
Time (ms), 1669298442620, 1669298442010, 610
CPU Time (ms), 1640, 330, 1310
Mem Usage (KB), 18763, 13038, 5725
