timestamp (ms), cpu time (ms), memory usage (KB)
1669298175002, 310, 13038
1669298175015, 320, 13604
1669298175025, 340, 13604
1669298175035, 370, 13604
1669298175045, 390, 14087
1669298175055, 400, 14087
1669298175066, 420, 14087
1669298175076, 440, 14569
1669298175087, 450, 14569
1669298175098, 450, 14569
1669298175108, 470, 14569
1669298175119, 490, 14569
1669298175132, 540, 14569
1669298175142, 570, 14569
1669298175154, 580, 14569
1669298175164, 610, 14569
1669298175175, 640, 14569
1669298175187, 660, 14569
1669298175197, 670, 14651
1669298175207, 700, 14651
1669298175218, 730, 14651
1669298175229, 750, 14651
1669298175239, 770, 14651
1669298175249, 800, 15135
1669298175259, 800, 15135
1669298175264, 800, 15135


, End, Start, Difference
Time (ms), 1669298175264, 1669298175002, 262
CPU Time (ms), 800, 310, 490
Mem Usage (KB), 15135, 13038, 2097
