timestamp (ms), cpu time (ms), memory usage (KB)
1669297912010, 390, 13038
1669297912020, 410, 13604
1669297912030, 440, 13604
1669297912040, 460, 13604
1669297912050, 480, 14087
1669297912061, 490, 14087
1669297912072, 510, 14087
1669297912084, 530, 14569
1669297912095, 540, 14569
1669297912105, 570, 14569
1669297912115, 590, 14569
1669297912125, 630, 14569
1669297912136, 640, 14569
1669297912146, 670, 14569
1669297912157, 700, 14569
1669297912167, 710, 14569
1669297912179, 730, 14651
1669297912193, 770, 14651
1669297912203, 780, 14651
1669297912217, 790, 15135
1669297912227, 800, 15135
1669297912237, 800, 15135
1669297912247, 800, 15135
1669297912250, 800, 15135


, End, Start, Difference
Time (ms), 1669297912250, 1669297912010, 240
CPU Time (ms), 800, 390, 410
Mem Usage (KB), 15135, 13038, 2097
