timestamp (ms), cpu time (ms), memory usage (KB)
1669635329001, 270, 13038
1669635329011, 280, 13604
1669635329021, 280, 13604
1669635329033, 290, 13604
1669635329044, 310, 13604
1669635329055, 330, 13604
1669635329066, 340, 14087
1669635329076, 350, 14569
1669635329086, 350, 14569
1669635329096, 360, 14569
1669635329106, 360, 14569
1669635329117, 370, 14569
1669635329127, 390, 14569
1669635329137, 410, 14569
1669635329141, 420, 14569


, End, Start, Difference
Time (ms), 1669635329141, 1669635329001, 140
CPU Time (ms), 420, 270, 150
Mem Usage (KB), 14569, 13038, 1530
