timestamp (ms), cpu time (ms), memory usage (KB)
1669635520002, 280, 13038
1669635520012, 300, 13521
1669635520023, 320, 13604
1669635520034, 340, 14569
1669635520044, 370, 14569
1669635520054, 390, 14569
1669635520064, 420, 14651
1669635520080, 450, 14651
1669635520094, 520, 14651
1669635520106, 560, 15620
1669635520118, 580, 15620
1669635520128, 580, 15620
1669635520142, 590, 15620
1669635520158, 630, 15620
1669635520168, 660, 15699
1669635520178, 700, 16185
1669635520189, 720, 16185
1669635520199, 730, 16185
1669635520210, 760, 16185
1669635520222, 790, 16185
1669635520232, 810, 16185
1669635520243, 820, 16185
1669635520253, 840, 16185
1669635520263, 860, 16185
1669635520274, 870, 16667
1669635520284, 890, 16667
1669635520294, 890, 16667
1669635520303, 910, 16667


, End, Start, Difference
Time (ms), 1669635520303, 1669635520002, 301
CPU Time (ms), 910, 280, 630
Mem Usage (KB), 16667, 13038, 3629
