timestamp (ms), cpu time (ms), memory usage (KB)
1669631533012, 260, 13038
1669631533023, 280, 13604
1669631533033, 300, 13604
1669631533043, 310, 14087
1669631533054, 330, 14087
1669631533064, 340, 14087
1669631533074, 360, 14087
1669631533084, 370, 14569
1669631533094, 380, 14569
1669631533104, 380, 14569
1669631533114, 390, 14569
1669631533124, 390, 14569
1669631533135, 410, 14569
1669631533136, 410, 14569


, End, Start, Difference
Time (ms), 1669631533136, 1669631533012, 124
CPU Time (ms), 410, 260, 150
Mem Usage (KB), 14569, 13038, 1530
