timestamp (ms), cpu time (ms), memory usage (KB)
1669631601001, 280, 13038
1669631601012, 290, 13521
1669631601022, 290, 13521
1669631601032, 310, 13521
1669631601042, 320, 13602
1669631601052, 320, 14087
1669631601062, 350, 14087
1669631601073, 370, 14569
1669631601083, 370, 14569
1669631601093, 380, 14569
1669631601103, 380, 14569
1669631601113, 400, 14569
1669631601123, 410, 14651
1669631601134, 450, 14651
1669631601146, 470, 14651
1669631601156, 490, 14651
1669631601166, 530, 14651
1669631601177, 570, 14651
1669631601187, 620, 15620
1669631601197, 640, 15620
1669631601207, 660, 15620
1669631601217, 670, 15699
1669631601228, 690, 15699
1669631601238, 710, 15699
1669631601249, 720, 16184
1669631601259, 730, 16184
1669631601269, 760, 16184
1669631601279, 770, 16184
1669631601289, 800, 16184
1669631601299, 810, 16184
1669631601311, 840, 16184
1669631601322, 850, 16184
1669631601332, 860, 16666
1669631601342, 870, 16666
1669631601351, 880, 16666


, End, Start, Difference
Time (ms), 1669631601351, 1669631601001, 350
CPU Time (ms), 880, 280, 600
Mem Usage (KB), 16666, 13038, 3628
