timestamp (ms), cpu time (ms), memory usage (KB)
1669297705002, 440, 13038
1669297705012, 460, 13604
1669297705023, 480, 13604
1669297705033, 510, 13604
1669297705043, 530, 14087
1669297705054, 540, 14087
1669297705064, 540, 14087
1669297705074, 550, 14569
1669297705084, 570, 14569
1669297705094, 570, 14569
1669297705105, 590, 14569
1669297705115, 620, 14569
1669297705125, 630, 14569
1669297705136, 660, 14569
1669297705147, 700, 14569
1669297705157, 720, 14569
1669297705167, 750, 14569
1669297705178, 780, 14569
1669297705189, 810, 14569
1669297705199, 830, 14569
1669297705209, 860, 14651
1669297705220, 870, 14651
1669297705231, 890, 14651
1669297705241, 890, 15135
1669297705252, 920, 15135
1669297705259, 930, 15135


, End, Start, Difference
Time (ms), 1669297705259, 1669297705002, 257
CPU Time (ms), 930, 440, 490
Mem Usage (KB), 15135, 13038, 2097
