timestamp (ms), cpu time (ms), memory usage (KB)
1669298442005, 280, 13038
1669298442016, 300, 13521
1669298442026, 320, 13521
1669298442036, 340, 13602
1669298442047, 360, 14087
1669298442057, 380, 14569
1669298442067, 410, 14569
1669298442077, 430, 14651
1669298442088, 470, 14651
1669298442104, 490, 14651
1669298442114, 520, 14651
1669298442126, 560, 14651
1669298442136, 600, 14651
1669298442150, 640, 15136
1669298442162, 680, 15136
1669298442172, 700, 15136
1669298442183, 720, 15136
1669298442193, 730, 15136
1669298442203, 760, 15699
1669298442214, 780, 16184
1669298442224, 780, 16184
1669298442234, 800, 16184
1669298442245, 820, 16184
1669298442255, 830, 16184
1669298442265, 840, 16184
1669298442275, 860, 16184
1669298442285, 900, 16667
1669298442296, 910, 16667
1669298442306, 910, 16667
1669298442321, 950, 16667
1669298442333, 980, 16667
1669298442344, 1000, 16748
1669298442354, 1010, 16748
1669298442364, 1030, 17233
1669298442374, 1050, 17233
1669298442385, 1070, 17233
1669298442395, 1120, 17233
1669298442406, 1140, 17233
1669298442416, 1170, 17233
1669298442426, 1180, 17233
1669298442436, 1200, 17233
1669298442448, 1230, 17715
1669298442458, 1260, 17715
1669298442468, 1270, 17715
1669298442479, 1290, 17715
1669298442489, 1310, 17715
1669298442499, 1330, 17715
1669298442510, 1360, 17715
1669298442521, 1400, 17715
1669298442534, 1420, 17715
1669298442545, 1450, 17715
1669298442557, 1480, 17797
1669298442567, 1500, 17799
1669298442577, 1520, 18281
1669298442587, 1530, 18281
1669298442598, 1550, 18281
1669298442608, 1560, 18281
1669298442619, 1590, 18281
1669298442629, 1610, 18281
1669298442639, 1620, 18281


, End, Start, Difference
Time (ms), 1669298442639, 1669298442005, 634
CPU Time (ms), 1620, 280, 1340
Mem Usage (KB), 18281, 13038, 5242
