timestamp (ms), cpu time (ms), memory usage (KB)
1669298599004, 330, 13038
1669298599015, 340, 13521
1669298599025, 360, 13521
1669298599036, 380, 14087
1669298599046, 400, 14087
1669298599056, 430, 14569
1669298599066, 450, 14569
1669298599076, 480, 14651
1669298599090, 520, 14651
1669298599100, 540, 14651
1669298599110, 580, 14651
1669298599121, 610, 14651
1669298599131, 650, 15136
1669298599141, 680, 15136
1669298599151, 710, 15136
1669298599162, 730, 15136
1669298599172, 750, 15136
1669298599182, 780, 15699
1669298599192, 800, 15699
1669298599202, 820, 16184
1669298599212, 840, 16184
1669298599222, 850, 16184
1669298599233, 860, 16184
1669298599243, 880, 16184
1669298599253, 900, 16184
1669298599263, 920, 16667
1669298599274, 940, 16667
1669298599284, 960, 16667
1669298599295, 1000, 16667
1669298599305, 1010, 16667
1669298599315, 1030, 16667
1669298599326, 1050, 16667
1669298599337, 1080, 16667
1669298599350, 1110, 16748
1669298599361, 1130, 17232
1669298599371, 1150, 17232
1669298599381, 1170, 17232
1669298599392, 1200, 17232
1669298599402, 1220, 17232
1669298599413, 1250, 17232
1669298599423, 1270, 17715
1669298599433, 1300, 17715
1669298599444, 1330, 17715
1669298599454, 1340, 17715
1669298599464, 1360, 17715
1669298599474, 1370, 17715
1669298599484, 1410, 17715
1669298599495, 1440, 17797
1669298599506, 1460, 18281
1669298599516, 1480, 18281
1669298599527, 1520, 18281
1669298599537, 1530, 18281
1669298599547, 1570, 18281
1669298599558, 1600, 18281
1669298599568, 1630, 18281
1669298599578, 1630, 18281
1669298599588, 1650, 18763
1669298599599, 1660, 18763
1669298599609, 1680, 18763
1669298599622, 1710, 18763
1669298599632, 1730, 18763
1669298599640, 1750, 18763


, End, Start, Difference
Time (ms), 1669298599640, 1669298599004, 636
CPU Time (ms), 1750, 330, 1420
Mem Usage (KB), 18763, 13038, 5725
