timestamp (ms), cpu time (ms), memory usage (KB)
1669631723005, 280, 13038
1669631723015, 290, 13521
1669631723026, 310, 13521
1669631723036, 340, 13602
1669631723046, 360, 14087
1669631723056, 390, 14569
1669631723067, 410, 14569
1669631723079, 450, 14651
1669631723089, 470, 14651
1669631723099, 500, 14651
1669631723110, 540, 14651
1669631723120, 560, 14651
1669631723131, 600, 14651
1669631723141, 630, 15622
1669631723151, 670, 15622
1669631723161, 690, 15622
1669631723172, 730, 15699
1669631723182, 750, 15699
1669631723193, 790, 16184
1669631723204, 800, 16184
1669631723215, 820, 16184
1669631723225, 850, 16184
1669631723237, 890, 16184
1669631723247, 920, 16184
1669631723258, 930, 16184
1669631723268, 970, 16184
1669631723278, 990, 16184
1669631723289, 1010, 16666
1669631723299, 1030, 16666
1669631723306, 1050, 16666


, End, Start, Difference
Time (ms), 1669631723306, 1669631723005, 301
CPU Time (ms), 1050, 280, 770
Mem Usage (KB), 16666, 13038, 3628
