timestamp (ms), cpu time (ms), memory usage (KB)
1669631693004, 260, 13038
1669631693014, 270, 13521
1669631693025, 290, 13521
1669631693037, 310, 13521
1669631693047, 330, 13602
1669631693058, 350, 14087
1669631693068, 380, 14569
1669631693079, 410, 14569
1669631693090, 450, 14569
1669631693100, 470, 14651
1669631693110, 500, 14651
1669631693120, 540, 14651
1669631693130, 570, 14651
1669631693140, 600, 14651
1669631693152, 640, 15620
1669631693162, 670, 15620
1669631693172, 700, 15699
1669631693182, 700, 15699
1669631693192, 740, 15699
1669631693205, 750, 16184
1669631693215, 760, 16184
1669631693226, 780, 16184
1669631693239, 820, 16184
1669631693249, 840, 16184
1669631693259, 870, 16184
1669631693270, 900, 16184
1669631693280, 920, 16666
1669631693290, 930, 16666
1669631693301, 950, 16666
1669631693309, 970, 16666


, End, Start, Difference
Time (ms), 1669631693309, 1669631693004, 305
CPU Time (ms), 970, 260, 710
Mem Usage (KB), 16666, 13038, 3628
