timestamp (ms), cpu time (ms), memory usage (KB)
1669631723014, 260, 13038
1669631723025, 270, 13521
1669631723035, 300, 13521
1669631723045, 320, 14087
1669631723056, 350, 14087
1669631723067, 380, 14569
1669631723081, 410, 14569
1669631723093, 450, 14651
1669631723104, 480, 14651
1669631723115, 510, 14651
1669631723125, 560, 14651
1669631723140, 610, 15620
1669631723151, 640, 15699
1669631723161, 670, 15699
1669631723171, 690, 16185
1669631723181, 710, 16185
1669631723191, 720, 16185
1669631723202, 760, 16185
1669631723212, 770, 16185
1669631723222, 780, 16185
1669631723240, 820, 16185
1669631723251, 860, 16185
1669631723261, 870, 16185
1669631723271, 880, 16185
1669631723281, 880, 16185
1669631723292, 900, 16667
1669631723302, 900, 16667
1669631723312, 910, 16667


, End, Start, Difference
Time (ms), 1669631723312, 1669631723014, 298
CPU Time (ms), 910, 260, 650
Mem Usage (KB), 16667, 13038, 3629
