timestamp (ms), cpu time (ms), memory usage (KB)
1669631309003, 370, 13038
1669631309013, 380, 13604
1669631309023, 400, 13604
1669631309033, 420, 14087
1669631309044, 430, 14087
1669631309054, 430, 14087
1669631309064, 450, 14087
1669631309075, 470, 14087


, End, Start, Difference
Time (ms), 1669631309075, 1669631309003, 72
CPU Time (ms), 470, 370, 100
Mem Usage (KB), 14087, 13038, 1048
