timestamp (ms), cpu time (ms), memory usage (KB)
1669631630004, 280, 13038
1669631630015, 290, 13521
1669631630025, 300, 13521
1669631630037, 330, 13602
1669631630048, 350, 14087
1669631630059, 380, 14569
1669631630069, 400, 14569
1669631630079, 420, 14569
1669631630089, 460, 14651
1669631630099, 480, 14651
1669631630109, 500, 14651
1669631630119, 540, 14651
1669631630129, 570, 14651
1669631630139, 610, 15620
1669631630151, 650, 15620
1669631630161, 680, 15699
1669631630171, 710, 15699
1669631630182, 740, 16185
1669631630192, 740, 16185
1669631630202, 770, 16185
1669631630213, 800, 16185
1669631630223, 820, 16185
1669631630234, 850, 16185
1669631630244, 870, 16185
1669631630254, 880, 16185
1669631630264, 900, 16185
1669631630275, 920, 16185
1669631630285, 940, 16185
1669631630295, 970, 16667
1669631630303, 980, 16667


, End, Start, Difference
Time (ms), 1669631630303, 1669631630004, 299
CPU Time (ms), 980, 280, 700
Mem Usage (KB), 16667, 13038, 3629
