timestamp (ms), cpu time (ms), memory usage (KB)
1669635295004, 270, 13038
1669635295015, 290, 13604
1669635295025, 320, 13604
1669635295035, 340, 13604
1669635295046, 340, 13604
1669635295057, 350, 14087
1669635295070, 360, 14087
1669635295081, 390, 14569
1669635295091, 420, 14569
1669635295101, 430, 14569
1669635295111, 450, 14569
1669635295122, 460, 14569
1669635295132, 480, 14569
1669635295142, 510, 14569
1669635295152, 520, 14569


, End, Start, Difference
Time (ms), 1669635295152, 1669635295004, 148
CPU Time (ms), 520, 270, 250
Mem Usage (KB), 14569, 13038, 1530
