timestamp (ms), cpu time (ms), memory usage (KB)
1669635520003, 270, 13038
1669635520013, 280, 13521
1669635520023, 300, 13602
1669635520034, 320, 14087
1669635520044, 350, 14569
1669635520054, 380, 14569
1669635520065, 400, 14569
1669635520075, 430, 14651
1669635520085, 460, 14651
1669635520095, 490, 14651
1669635520106, 520, 14651
1669635520119, 570, 14651
1669635520133, 620, 15136
1669635520143, 650, 15136
1669635520153, 670, 15136
1669635520164, 690, 15699
1669635520175, 710, 15699
1669635520185, 740, 15699
1669635520195, 750, 16184
1669635520205, 770, 16184
1669635520216, 770, 16184
1669635520226, 790, 16184
1669635520237, 810, 16184
1669635520247, 830, 16184
1669635520257, 860, 16184
1669635520267, 870, 16184
1669635520277, 900, 16184
1669635520287, 910, 16184
1669635520297, 930, 16667
1669635520307, 960, 16667
1669635520320, 990, 16667
1669635520330, 1010, 16667
1669635520340, 1030, 16667
1669635520351, 1050, 16667
1669635520362, 1080, 16667
1669635520372, 1100, 16748
1669635520382, 1110, 16748
1669635520392, 1110, 17233
1669635520402, 1120, 17233
1669635520413, 1130, 17233
1669635520423, 1150, 17233
1669635520425, 1150, 17233


, End, Start, Difference
Time (ms), 1669635520425, 1669635520003, 422
CPU Time (ms), 1150, 270, 880
Mem Usage (KB), 17233, 13038, 4194
