timestamp (ms), cpu time (ms), memory usage (KB)
1669301468014, 350, 13038
1669301468024, 360, 13521
1669301468034, 380, 14089
1669301468045, 410, 14089
1669301468055, 420, 14089
1669301468066, 440, 14089
1669301468076, 440, 14571
1669301468087, 460, 14571
1669301468098, 480, 14571
1669301468108, 510, 14571
1669301468121, 520, 14571
1669301468131, 540, 14571
1669301468141, 560, 14571
1669301468152, 570, 14571
1669301468162, 600, 14571
1669301468172, 620, 14571
1669301468182, 630, 14571
1669301468193, 640, 14571
1669301468202, 650, 14571
1669301468207, 650, 14571


, End, Start, Difference
Time (ms), 1669301468207, 1669301468014, 193
CPU Time (ms), 650, 350, 300
Mem Usage (KB), 14571, 13038, 1532
