timestamp (ms), cpu time (ms), memory usage (KB)
1669302093004, 290, 13038
1669302093014, 300, 13521
1669302093024, 320, 13521
1669302093035, 350, 14087
1669302093045, 380, 14087
1669302093056, 390, 14569
1669302093066, 430, 14569
1669302093077, 450, 14569
1669302093087, 470, 14651
1669302093097, 520, 14651
1669302093107, 550, 14651
1669302093117, 580, 14651
1669302093127, 620, 14651
1669302093145, 680, 15136
1669302093156, 720, 15136
1669302093167, 750, 15699
1669302093177, 770, 15699
1669302093187, 790, 15699
1669302093197, 800, 16184
1669302093207, 820, 16184
1669302093217, 840, 16184
1669302093227, 850, 16184
1669302093237, 870, 16184
1669302093247, 900, 16184
1669302093257, 910, 16184
1669302093267, 930, 16184
1669302093278, 950, 16184
1669302093288, 950, 16666
1669302093298, 970, 16666
1669302093308, 990, 16666
1669302093319, 990, 16666
1669302093329, 1010, 16666
1669302093339, 1030, 16666
1669302093349, 1040, 16666
1669302093359, 1070, 16666
1669302093369, 1090, 16666
1669302093379, 1100, 16666
1669302093389, 1120, 16666
1669302093399, 1150, 16748
1669302093409, 1190, 17233
1669302093420, 1200, 17233
1669302093431, 1230, 17233
1669302093442, 1250, 17233
1669302093452, 1270, 17233
1669302093464, 1310, 17233
1669302093471, 1330, 17233


, End, Start, Difference
Time (ms), 1669302093471, 1669302093004, 467
CPU Time (ms), 1330, 290, 1040
Mem Usage (KB), 17233, 13038, 4194
