timestamp (ms), cpu time (ms), memory usage (KB)
1669635357003, 290, 13038
1669635357014, 310, 13604
1669635357024, 330, 13604
1669635357034, 350, 14087
1669635357045, 360, 14087
1669635357055, 360, 14087
1669635357065, 370, 14087
1669635357076, 390, 14569
1669635357087, 400, 14569
1669635357098, 430, 14569
1669635357110, 450, 14569
1669635357122, 470, 14569
1669635357132, 500, 14569


, End, Start, Difference
Time (ms), 1669635357132, 1669635357003, 129
CPU Time (ms), 500, 290, 210
Mem Usage (KB), 14569, 13038, 1530
