timestamp (ms), cpu time (ms), memory usage (KB)
1669635549002, 260, 13038
1669635549012, 270, 13521
1669635549022, 290, 13521
1669635549032, 310, 14087
1669635549046, 340, 14569
1669635549056, 390, 14569
1669635549068, 410, 14569
1669635549078, 440, 14651
1669635549088, 470, 14651
1669635549098, 520, 14651
1669635549109, 540, 14651
1669635549119, 580, 14651
1669635549129, 610, 14651
1669635549139, 660, 15137
1669635549151, 710, 15699
1669635549161, 730, 15699
1669635549171, 770, 15699
1669635549181, 780, 16184
1669635549191, 780, 16184
1669635549201, 810, 16184
1669635549212, 820, 16184
1669635549222, 850, 16184
1669635549233, 880, 16184
1669635549243, 900, 16184
1669635549253, 920, 16184
1669635549264, 950, 16667
1669635549274, 970, 16667
1669635549284, 1000, 16667
1669635549296, 1030, 16667
1669635549306, 1030, 16667
1669635549316, 1030, 16667
1669635549327, 1030, 16667
1669635549337, 1030, 16667
1669635549347, 1030, 16667
1669635549357, 1030, 16667
1669635549363, 1040, 16667


, End, Start, Difference
Time (ms), 1669635549363, 1669635549002, 361
CPU Time (ms), 1040, 260, 780
Mem Usage (KB), 16667, 13038, 3628
