timestamp (ms), cpu time (ms), memory usage (KB)
1669301355002, 290, 13038
1669301355012, 300, 13604
1669301355022, 320, 13604
1669301355032, 360, 13604
1669301355042, 370, 14087
1669301355054, 380, 14087
1669301355064, 390, 14087
1669301355077, 420, 14569
1669301355088, 440, 14569
1669301355098, 450, 14569
1669301355108, 460, 14569
1669301355118, 470, 14569
1669301355129, 500, 14569
1669301355139, 530, 14569
1669301355150, 540, 14569
1669301355160, 550, 14569
1669301355170, 570, 14569
1669301355172, 570, 14569


, End, Start, Difference
Time (ms), 1669301355172, 1669301355002, 170
CPU Time (ms), 570, 290, 280
Mem Usage (KB), 14569, 13038, 1530
