timestamp (ms), cpu time (ms), memory usage (KB)
1669302093003, 290, 13038
1669302093013, 290, 13521
1669302093023, 310, 13521
1669302093033, 330, 14087
1669302093044, 360, 14087
1669302093056, 400, 14569
1669302093068, 440, 14569
1669302093078, 460, 14651
1669302093089, 510, 14651
1669302093101, 540, 14651
1669302093111, 570, 14651
1669302093121, 620, 14651
1669302093132, 670, 15136
1669302093142, 700, 15136
1669302093153, 740, 15136
1669302093164, 780, 15699
1669302093174, 810, 15699
1669302093184, 830, 15699
1669302093195, 860, 16184
1669302093205, 880, 16184
1669302093215, 900, 16184
1669302093225, 920, 16184
1669302093236, 940, 16184
1669302093246, 960, 16184
1669302093256, 970, 16184
1669302093269, 990, 16184
1669302093280, 1010, 16184
1669302093290, 1040, 16666
1669302093302, 1060, 16666
1669302093312, 1090, 16666
1669302093322, 1100, 16666
1669302093333, 1130, 16666
1669302093343, 1160, 16666
1669302093353, 1180, 16666
1669302093365, 1210, 16666
1669302093376, 1240, 16748
1669302093386, 1270, 17236
1669302093396, 1300, 17236
1669302093406, 1300, 17236
1669302093417, 1340, 17236
1669302093427, 1360, 17236
1669302093438, 1380, 17236
1669302093448, 1400, 17236
1669302093460, 1430, 17236
1669302093470, 1450, 17236


, End, Start, Difference
Time (ms), 1669302093470, 1669302093003, 467
CPU Time (ms), 1450, 290, 1160
Mem Usage (KB), 17236, 13038, 4197
