timestamp (ms), cpu time (ms), memory usage (KB)
1669302246011, 270, 13038
1669302246021, 280, 13521
1669302246031, 300, 13521
1669302246043, 320, 14087
1669302246053, 340, 14087
1669302246064, 370, 14569
1669302246074, 420, 14569
1669302246086, 480, 14651
1669302246096, 510, 14651
1669302246122, 570, 14651
1669302246133, 610, 14651
1669302246144, 650, 15136
1669302246154, 680, 15136
1669302246164, 710, 15136
1669302246174, 730, 15699
1669302246184, 760, 15699
1669302246194, 770, 16185
1669302246204, 790, 16185
1669302246214, 800, 16185
1669302246224, 820, 16185
1669302246234, 840, 16185
1669302246244, 850, 16185
1669302246255, 860, 16185
1669302246265, 890, 16185
1669302246275, 920, 16668
1669302246286, 940, 16668
1669302246296, 950, 16668
1669302246306, 960, 16668
1669302246316, 1000, 16668
1669302246327, 1020, 16668
1669302246338, 1030, 16668
1669302246349, 1060, 16668
1669302246359, 1090, 16748
1669302246370, 1110, 17232
1669302246380, 1150, 17232
1669302246390, 1160, 17232
1669302246400, 1180, 17232
1669302246411, 1200, 17232
1669302246422, 1230, 17232
1669302246432, 1240, 17232
1669302246442, 1250, 17232
1669302246452, 1270, 17232
1669302246457, 1270, 17232


, End, Start, Difference
Time (ms), 1669302246457, 1669302246011, 446
CPU Time (ms), 1270, 270, 1000
Mem Usage (KB), 17232, 13038, 4194
