timestamp (ms), cpu time (ms), memory usage (KB)
1669301545003, 300, 13038
1669301545013, 310, 13604
1669301545026, 330, 13604
1669301545036, 350, 13604
1669301545046, 370, 14087
1669301545062, 400, 14087
1669301545072, 410, 14087
1669301545082, 420, 14569
1669301545092, 440, 14569
1669301545102, 460, 14569
1669301545113, 490, 14569
1669301545124, 520, 14569
1669301545135, 550, 14569
1669301545145, 570, 14569
1669301545156, 600, 14569
1669301545162, 610, 14569


, End, Start, Difference
Time (ms), 1669301545162, 1669301545003, 159
CPU Time (ms), 610, 300, 310
Mem Usage (KB), 14569, 13038, 1530
