timestamp (ms), cpu time (ms), memory usage (KB)
1669297705005, 360, 13038
1669297705015, 380, 13604
1669297705026, 400, 13604
1669297705037, 430, 13604
1669297705049, 450, 14087
1669297705059, 460, 14087
1669297705069, 480, 14087
1669297705079, 500, 14569
1669297705089, 530, 14569
1669297705100, 550, 14569
1669297705110, 580, 14569
1669297705120, 600, 14569
1669297705131, 640, 14569
1669297705142, 660, 14569
1669297705153, 690, 14569
1669297705163, 710, 14569
1669297705173, 730, 14569
1669297705184, 740, 14569
1669297705194, 770, 14651
1669297705205, 780, 14651
1669297705216, 810, 14651
1669297705226, 820, 14651
1669297705237, 850, 15135
1669297705242, 860, 15135


, End, Start, Difference
Time (ms), 1669297705242, 1669297705005, 237
CPU Time (ms), 860, 360, 500
Mem Usage (KB), 15135, 13038, 2097
