timestamp (ms), cpu time (ms), memory usage (KB)
1669298524004, 260, 13038
1669298524014, 270, 13521
1669298524024, 290, 13602
1669298524034, 310, 14087
1669298524044, 350, 14569
1669298524057, 390, 14569
1669298524073, 430, 14651
1669298524083, 460, 14651
1669298524093, 470, 14651
1669298524103, 520, 14651
1669298524114, 550, 14651
1669298524124, 590, 15136
1669298524135, 600, 15136
1669298524145, 620, 15136
1669298524158, 670, 15136
1669298524168, 700, 15136
1669298524178, 730, 15699
1669298524188, 760, 15699
1669298524199, 770, 16184
1669298524209, 780, 16184
1669298524219, 800, 16184
1669298524229, 820, 16184
1669298524240, 830, 16184
1669298524250, 850, 16184
1669298524260, 870, 16667
1669298524271, 890, 16667
1669298524282, 910, 16667
1669298524292, 920, 16667
1669298524302, 940, 16667
1669298524313, 960, 16667
1669298524323, 980, 16667
1669298524333, 1000, 16748
1669298524343, 1020, 17232
1669298524353, 1030, 17232
1669298524363, 1060, 17232
1669298524373, 1090, 17232
1669298524383, 1110, 17232
1669298524394, 1130, 17232
1669298524405, 1160, 17232
1669298524416, 1180, 17232
1669298524426, 1200, 17715
1669298524436, 1240, 17715
1669298524446, 1270, 17715
1669298524456, 1280, 17715
1669298524466, 1320, 17715
1669298524478, 1340, 17715
1669298524488, 1380, 17715
1669298524499, 1400, 17797
1669298524509, 1420, 17797
1669298524520, 1440, 18281
1669298524530, 1470, 18281
1669298524540, 1490, 18281
1669298524550, 1510, 18281
1669298524560, 1530, 18281
1669298524571, 1540, 18281
1669298524581, 1560, 18281
1669298524593, 1590, 18281
1669298524603, 1590, 18281
1669298524613, 1610, 18763
1669298524617, 1610, 18763


, End, Start, Difference
Time (ms), 1669298524617, 1669298524004, 613
CPU Time (ms), 1610, 260, 1350
Mem Usage (KB), 18763, 13038, 5725
