timestamp (ms), cpu time (ms), memory usage (KB)
1669301761004, 280, 13038
1669301761015, 290, 13604
1669301761025, 310, 13604
1669301761035, 340, 13604
1669301761045, 350, 14087
1669301761055, 370, 14087
1669301761066, 390, 14087
1669301761076, 410, 14569
1669301761086, 420, 14569
1669301761096, 440, 14569
1669301761106, 450, 14569
1669301761118, 490, 14569
1669301761129, 510, 14569
1669301761139, 540, 14569
1669301761149, 560, 14569
1669301761159, 580, 14569
1669301761163, 580, 14569


, End, Start, Difference
Time (ms), 1669301761163, 1669301761004, 159
CPU Time (ms), 580, 280, 300
Mem Usage (KB), 14569, 13038, 1530
