timestamp (ms), cpu time (ms), memory usage (KB)
1669301711011, 280, 13038
1669301711022, 290, 13604
1669301711032, 310, 13604
1669301711042, 330, 13604
1669301711052, 350, 14088
1669301711063, 370, 14088
1669301711074, 400, 14088
1669301711084, 410, 14570
1669301711094, 430, 14570
1669301711104, 430, 14570
1669301711115, 450, 14570
1669301711125, 480, 14570
1669301711136, 510, 14570
1669301711148, 520, 14570
1669301711158, 540, 14570
1669301711171, 560, 14570
1669301711181, 560, 14570
1669301711192, 570, 14570


, End, Start, Difference
Time (ms), 1669301711192, 1669301711011, 181
CPU Time (ms), 570, 280, 290
Mem Usage (KB), 14570, 13038, 1532
