timestamp (ms), cpu time (ms), memory usage (KB)
1669298175002, 300, 13038
1669298175013, 310, 13604
1669298175023, 340, 13604
1669298175033, 360, 14087
1669298175046, 380, 14087
1669298175057, 400, 14087
1669298175067, 410, 14087
1669298175078, 430, 14569
1669298175089, 450, 14569
1669298175099, 460, 14569
1669298175109, 490, 14569
1669298175119, 530, 14569
1669298175129, 560, 14569
1669298175139, 610, 14569
1669298175155, 650, 14569
1669298175166, 680, 14569
1669298175176, 700, 14651
1669298175186, 740, 14651
1669298175199, 780, 15136
1669298175209, 790, 15136
1669298175219, 790, 15136
1669298175228, 810, 15136


, End, Start, Difference
Time (ms), 1669298175228, 1669298175002, 226
CPU Time (ms), 810, 300, 510
Mem Usage (KB), 15136, 13038, 2097
