timestamp (ms), cpu time (ms), memory usage (KB)
1669297912004, 280, 13038
1669297912015, 310, 13604
1669297912025, 320, 13604
1669297912035, 350, 13604
1669297912045, 370, 13604
1669297912055, 390, 14087
1669297912066, 400, 14087
1669297912076, 410, 14569
1669297912087, 430, 14569
1669297912098, 460, 14569
1669297912108, 480, 14569
1669297912119, 500, 14569
1669297912129, 520, 14569
1669297912139, 530, 14569
1669297912149, 550, 14569
1669297912159, 580, 14569
1669297912171, 620, 14569
1669297912181, 640, 14569
1669297912191, 650, 14569
1669297912201, 670, 14651
1669297912214, 700, 14651
1669297912224, 740, 14651
1669297912234, 760, 15135
1669297912244, 790, 15135
1669297912253, 790, 15135


, End, Start, Difference
Time (ms), 1669297912253, 1669297912004, 249
CPU Time (ms), 790, 280, 510
Mem Usage (KB), 15135, 13038, 2097
