timestamp (ms), cpu time (ms), memory usage (KB)
1669301545004, 290, 13038
1669301545015, 300, 13604
1669301545027, 320, 13604
1669301545038, 360, 13604
1669301545048, 360, 14087
1669301545059, 380, 14087
1669301545069, 390, 14087
1669301545079, 420, 14569
1669301545090, 430, 14569
1669301545100, 460, 14569
1669301545112, 480, 14569
1669301545122, 510, 14569
1669301545133, 530, 14569
1669301545143, 550, 14569
1669301545153, 570, 14569
1669301545164, 590, 14569
1669301545169, 590, 14569


, End, Start, Difference
Time (ms), 1669301545169, 1669301545004, 165
CPU Time (ms), 590, 290, 300
Mem Usage (KB), 14569, 13038, 1530
