timestamp (ms), cpu time (ms), memory usage (KB)
1669302093008, 280, 13038
1669302093018, 300, 13521
1669302093029, 320, 13521
1669302093039, 340, 13602
1669302093049, 360, 14087
1669302093060, 390, 14087
1669302093070, 420, 14569
1669302093081, 460, 14569
1669302093094, 490, 14651
1669302093105, 530, 14651
1669302093115, 560, 14651
1669302093129, 590, 14651
1669302093140, 620, 14651
1669302093152, 680, 14651
1669302093163, 710, 15135
1669302093173, 740, 15135
1669302093183, 760, 15135
1669302093193, 790, 15699
1669302093203, 810, 15699
1669302093214, 830, 15702
1669302093224, 850, 16184
1669302093234, 860, 16184
1669302093244, 880, 16184
1669302093254, 890, 16184
1669302093264, 920, 16184
1669302093274, 950, 16184
1669302093287, 980, 16666
1669302093297, 1000, 16666
1669302093308, 1020, 16666
1669302093318, 1030, 16666
1669302093329, 1050, 16666
1669302093342, 1080, 16666
1669302093352, 1110, 16666
1669302093362, 1130, 16748
1669302093374, 1160, 17233
1669302093385, 1200, 17233
1669302093396, 1200, 17233
1669302093406, 1200, 17233
1669302093416, 1240, 17233
1669302093426, 1260, 17233
1669302093437, 1260, 17233
1669302093447, 1280, 17233
1669302093449, 1280, 17233


, End, Start, Difference
Time (ms), 1669302093449, 1669302093008, 441
CPU Time (ms), 1280, 280, 1000
Mem Usage (KB), 17233, 13038, 4194
