timestamp (ms), cpu time (ms), memory usage (KB)
1669302027004, 310, 13038
1669302027015, 320, 13521
1669302027026, 330, 13521
1669302027039, 370, 14087
1669302027049, 400, 14569
1669302027061, 420, 14569
1669302027074, 470, 14569
1669302027084, 510, 14651
1669302027095, 550, 14651
1669302027108, 580, 14651
1669302027120, 620, 14651
1669302027132, 660, 14651
1669302027141, 680, 14651
1669302027151, 720, 15135
1669302027161, 750, 15135
1669302027171, 780, 15135
1669302027181, 790, 15699
1669302027192, 820, 15699
1669302027202, 840, 15699
1669302027212, 840, 16184
1669302027222, 860, 16184
1669302027232, 880, 16184
1669302027243, 890, 16184
1669302027253, 920, 16184
1669302027263, 930, 16184
1669302027273, 940, 16184
1669302027283, 970, 16184
1669302027294, 990, 16184
1669302027304, 1010, 16666
1669302027314, 1040, 16666
1669302027324, 1070, 16666
1669302027335, 1110, 16666
1669302027345, 1130, 16666
1669302027355, 1150, 16666
1669302027365, 1170, 16666
1669302027375, 1190, 16666
1669302027390, 1230, 16748
1669302027400, 1250, 17232
1669302027411, 1280, 17232
1669302027421, 1290, 17232
1669302027432, 1320, 17232
1669302027442, 1340, 17232
1669302027452, 1370, 17232
1669302027463, 1380, 17232
1669302027466, 1380, 17232


, End, Start, Difference
Time (ms), 1669302027466, 1669302027004, 462
CPU Time (ms), 1380, 310, 1070
Mem Usage (KB), 17232, 13038, 4194
