timestamp (ms), cpu time (ms), memory usage (KB)
1669301468004, 300, 13038
1669301468015, 320, 13604
1669301468026, 340, 13604
1669301468036, 360, 13604
1669301468046, 370, 14087
1669301468057, 390, 14087
1669301468067, 420, 14087
1669301468079, 430, 14569
1669301468089, 450, 14569
1669301468100, 480, 14569
1669301468111, 510, 14569
1669301468122, 530, 14569
1669301468132, 550, 14569
1669301468142, 560, 14569
1669301468152, 580, 14569
1669301468163, 580, 14569
1669301468173, 590, 14569
1669301468175, 600, 14569


, End, Start, Difference
Time (ms), 1669301468175, 1669301468004, 171
CPU Time (ms), 600, 300, 300
Mem Usage (KB), 14569, 13038, 1530
