timestamp (ms), cpu time (ms), memory usage (KB)
1669635477010, 290, 13038
1669635477021, 300, 13521
1669635477032, 320, 13521
1669635477042, 330, 13602
1669635477053, 370, 14087
1669635477063, 400, 14569
1669635477074, 450, 14569
1669635477084, 470, 14569
1669635477095, 490, 14651
1669635477106, 530, 14651
1669635477116, 570, 14651
1669635477127, 590, 14651
1669635477138, 620, 14651
1669635477149, 660, 14651
1669635477159, 690, 15136
1669635477170, 740, 15136
1669635477180, 760, 15699
1669635477190, 790, 15699
1669635477200, 810, 16184
1669635477211, 810, 16184
1669635477221, 830, 16184
1669635477231, 860, 16184
1669635477241, 880, 16184
1669635477253, 900, 16184
1669635477263, 920, 16184
1669635477273, 950, 16184
1669635477283, 960, 16184
1669635477293, 980, 16184
1669635477303, 1000, 16184
1669635477313, 1020, 16184
1669635477324, 1060, 16666
1669635477335, 1070, 16666
1669635477345, 1090, 16666
1669635477355, 1110, 16666
1669635477365, 1130, 16666
1669635477376, 1140, 16666
1669635477386, 1150, 16666
1669635477393, 1160, 16666


, End, Start, Difference
Time (ms), 1669635477393, 1669635477010, 383
CPU Time (ms), 1160, 290, 870
Mem Usage (KB), 16666, 13038, 3628
