timestamp (ms), cpu time (ms), memory usage (KB)
1669635385013, 320, 13038
1669635385024, 350, 13604
1669635385034, 350, 13604
1669635385045, 350, 13604
1669635385055, 380, 13604
1669635385065, 390, 14087
1669635385075, 400, 14087
1669635385086, 430, 14569
1669635385096, 440, 14569
1669635385106, 450, 14569
1669635385117, 460, 14569
1669635385127, 480, 14569
1669635385138, 500, 14569
1669635385148, 530, 14569
1669635385150, 530, 14569


, End, Start, Difference
Time (ms), 1669635385150, 1669635385013, 137
CPU Time (ms), 530, 320, 210
Mem Usage (KB), 14569, 13038, 1530
