timestamp (ms), cpu time (ms), memory usage (KB)
1669301545008, 300, 13038
1669301545019, 320, 13604
1669301545030, 340, 13604
1669301545040, 360, 13604
1669301545050, 380, 14087
1669301545063, 410, 14087
1669301545073, 420, 14087
1669301545084, 430, 14569
1669301545094, 460, 14569
1669301545104, 470, 14569
1669301545115, 480, 14569
1669301545125, 510, 14569
1669301545136, 540, 14569
1669301545146, 550, 14569
1669301545156, 570, 14569
1669301545170, 600, 14569
1669301545180, 600, 14569


, End, Start, Difference
Time (ms), 1669301545180, 1669301545008, 172
CPU Time (ms), 600, 300, 300
Mem Usage (KB), 14569, 13038, 1530
