timestamp (ms), cpu time (ms), memory usage (KB)
1669302164008, 300, 13038
1669302164019, 310, 13521
1669302164029, 320, 13521
1669302164039, 340, 13602
1669302164049, 360, 14087
1669302164059, 400, 14569
1669302164070, 430, 14569
1669302164080, 450, 14569
1669302164090, 470, 14651
1669302164100, 510, 14651
1669302164110, 550, 14651
1669302164121, 580, 14651
1669302164131, 620, 15136
1669302164141, 640, 15136
1669302164156, 690, 15136
1669302164166, 730, 15699
1669302164176, 730, 15699
1669302164186, 740, 15699
1669302164196, 760, 15699
1669302164206, 770, 16185
1669302164216, 800, 16185
1669302164226, 820, 16185
1669302164236, 840, 16185
1669302164246, 850, 16185
1669302164257, 860, 16185
1669302164267, 890, 16185
1669302164277, 910, 16185
1669302164289, 940, 16668
1669302164299, 960, 16668
1669302164309, 980, 16668
1669302164319, 1000, 16668
1669302164331, 1010, 16668
1669302164341, 1030, 16668
1669302164352, 1070, 16668
1669302164362, 1100, 16748
1669302164373, 1130, 17232
1669302164383, 1160, 17232
1669302164393, 1190, 17232
1669302164403, 1210, 17232
1669302164414, 1220, 17232
1669302164424, 1230, 17232
1669302164434, 1240, 17232
1669302164444, 1250, 17232
1669302164455, 1250, 17232
1669302164465, 1250, 17232
1669302164476, 1250, 17232
1669302164486, 1250, 17232
1669302164487, 1250, 17232


, End, Start, Difference
Time (ms), 1669302164487, 1669302164008, 479
CPU Time (ms), 1250, 300, 950
Mem Usage (KB), 17232, 13038, 4194
