timestamp (ms), cpu time (ms), memory usage (KB)
1669301711003, 270, 13038
1669301711013, 290, 13604
1669301711023, 300, 13604
1669301711033, 320, 13604
1669301711043, 350, 13604
1669301711054, 350, 14087
1669301711064, 360, 14087
1669301711075, 390, 14569
1669301711085, 390, 14569
1669301711095, 410, 14569
1669301711106, 430, 14569
1669301711117, 460, 14569
1669301711127, 480, 14569
1669301711137, 500, 14569
1669301711149, 530, 14569
1669301711160, 540, 14569
1669301711170, 550, 14569
1669301711179, 550, 14569


, End, Start, Difference
Time (ms), 1669301711179, 1669301711003, 176
CPU Time (ms), 550, 270, 280
Mem Usage (KB), 14569, 13038, 1530
