timestamp (ms), cpu time (ms), memory usage (KB)
1669631630010, 270, 13038
1669631630020, 280, 13521
1669631630031, 300, 13521
1669631630041, 320, 13602
1669631630053, 350, 14087
1669631630063, 360, 14569
1669631630073, 390, 14569
1669631630085, 420, 14651
1669631630097, 450, 14651
1669631630112, 490, 14651
1669631630122, 530, 14651
1669631630134, 570, 15620
1669631630145, 580, 15620
1669631630155, 580, 15620
1669631630166, 610, 15620
1669631630178, 630, 15620
1669631630189, 660, 15620
1669631630199, 670, 15699
1669631630209, 710, 15699
1669631630219, 730, 16184
1669631630229, 770, 16184
1669631630244, 790, 16184
1669631630255, 810, 16184
1669631630265, 820, 16184
1669631630275, 870, 16184
1669631630285, 890, 16184
1669631630295, 910, 16184
1669631630307, 940, 16666
1669631630314, 950, 16666


, End, Start, Difference
Time (ms), 1669631630314, 1669631630010, 304
CPU Time (ms), 950, 270, 680
Mem Usage (KB), 16666, 13038, 3628
