timestamp (ms), cpu time (ms), memory usage (KB)
1669635578004, 270, 13038
1669635578015, 280, 13521
1669635578024, 300, 13521
1669635578034, 310, 14087
1669635578045, 350, 14087
1669635578061, 400, 14569
1669635578072, 420, 14569
1669635578082, 450, 14569
1669635578092, 470, 14651
1669635578106, 500, 14651
1669635578116, 540, 14651
1669635578127, 570, 14651
1669635578137, 610, 14651
1669635578149, 650, 14651
1669635578159, 680, 14651
1669635578169, 720, 15136
1669635578180, 750, 15622
1669635578190, 770, 15699
1669635578200, 790, 15699
1669635578213, 810, 16184
1669635578223, 820, 16184
1669635578233, 840, 16184
1669635578246, 840, 16184
1669635578256, 870, 16184
1669635578266, 890, 16184
1669635578276, 920, 16184
1669635578287, 940, 16184
1669635578298, 960, 16666
1669635578308, 960, 16666
1669635578318, 980, 16666
1669635578328, 1000, 16666
1669635578338, 1030, 16666
1669635578348, 1050, 16666
1669635578359, 1070, 16666
1669635578370, 1100, 16666
1669635578382, 1110, 16666
1669635578392, 1130, 16748
1669635578401, 1130, 16748


, End, Start, Difference
Time (ms), 1669635578401, 1669635578004, 397
CPU Time (ms), 1130, 270, 860
Mem Usage (KB), 16748, 13038, 3709
