timestamp (ms), cpu time (ms), memory usage (KB)
1669635329003, 270, 13038
1669635329014, 280, 13604
1669635329025, 300, 13604
1669635329035, 320, 14088
1669635329046, 340, 14088
1669635329058, 350, 14088
1669635329068, 360, 14088
1669635329078, 390, 14570
1669635329088, 400, 14570
1669635329098, 430, 14570
1669635329109, 440, 14570
1669635329121, 460, 14570
1669635329131, 470, 14570
1669635329132, 470, 14570


, End, Start, Difference
Time (ms), 1669635329132, 1669635329003, 129
CPU Time (ms), 470, 270, 200
Mem Usage (KB), 14570, 13038, 1532
