timestamp (ms), cpu time (ms), memory usage (KB)
1669635295008, 290, 13038
1669635295018, 300, 13604
1669635295028, 330, 13604
1669635295038, 340, 14087
1669635295048, 350, 14087
1669635295058, 370, 14087
1669635295068, 380, 14087
1669635295079, 410, 14569
1669635295089, 430, 14569
1669635295099, 440, 14569
1669635295110, 460, 14569
1669635295120, 460, 14569
1669635295130, 470, 14569
1669635295138, 470, 14569


, End, Start, Difference
Time (ms), 1669635295138, 1669635295008, 130
CPU Time (ms), 470, 290, 180
Mem Usage (KB), 14569, 13038, 1530
