timestamp (ms), cpu time (ms), memory usage (KB)
1669631630002, 310, 13038
1669631630012, 330, 13521
1669631630022, 340, 13521
1669631630032, 360, 14087
1669631630042, 390, 14569
1669631630052, 420, 14569
1669631630063, 440, 14569
1669631630075, 480, 14569
1669631630089, 520, 14651
1669631630099, 560, 14651
1669631630111, 590, 14651
1669631630121, 630, 15622
1669631630133, 650, 15622
1669631630143, 650, 15622
1669631630153, 680, 15622
1669631630167, 700, 15699
1669631630178, 730, 15699
1669631630189, 750, 15699
1669631630199, 780, 16185
1669631630209, 810, 16185
1669631630219, 820, 16185
1669631630232, 840, 16185
1669631630242, 860, 16185
1669631630252, 890, 16185
1669631630262, 910, 16185
1669631630272, 920, 16185
1669631630282, 930, 16185
1669631630293, 950, 16185
1669631630308, 980, 16667
1669631630315, 990, 16667


, End, Start, Difference
Time (ms), 1669631630315, 1669631630002, 313
CPU Time (ms), 990, 310, 680
Mem Usage (KB), 16667, 13038, 3629
