timestamp (ms), cpu time (ms), memory usage (KB)
1669631723002, 300, 13038
1669631723013, 310, 13521
1669631723023, 330, 13602
1669631723033, 350, 14087
1669631723043, 380, 14569
1669631723055, 400, 14569
1669631723065, 420, 14569
1669631723075, 440, 14651
1669631723085, 470, 14651
1669631723095, 490, 14651
1669631723105, 540, 14651
1669631723117, 570, 14651
1669631723131, 620, 15620
1669631723141, 630, 15620
1669631723152, 650, 15620
1669631723162, 670, 15620
1669631723174, 690, 15699
1669631723184, 720, 16185
1669631723197, 740, 16185
1669631723207, 760, 16185
1669631723217, 790, 16185
1669631723227, 810, 16185
1669631723241, 830, 16185
1669631723254, 850, 16185
1669631723264, 870, 16185
1669631723275, 890, 16185
1669631723285, 910, 16185
1669631723295, 920, 16667
1669631723296, 920, 16667


, End, Start, Difference
Time (ms), 1669631723296, 1669631723002, 294
CPU Time (ms), 920, 300, 620
Mem Usage (KB), 16667, 13038, 3629
